Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
230939.89,6,113984,557,14,291052.1,0.15,0.793,0.494,2035.13,0.214,Poor,0,Self-employed,Home Purchase,Married,1,0
164718.21,3,91598.25,625,23,316760.78,0.29,0.52,0.556,826.91,0.108,Fair,0,Retired,Home Improvement,Married,0,0
241760.75,3,71387.72,596,14,268750.07,0.22,0.9,0.295,1764.12,0.297,Fair,0,Salaried,Home Improvement,Single,1,1
178022.15,4.13,69254.88,427,10,371866.5,0.35,0.479,0.389,1813.33,0.314,Poor,0,Salaried,Home Purchase,Married,2,0
252179.63,3.24,60905.51,633,17,150000,0.34,1.681,0.242,1609.44,0.317,Fair,0,Self-employed,Home Purchase,Single,2,1
221478.38,4.09,83965.06,733,11,217754.46,0.3,1.017,0.379,2086,0.298,Good,0,Salaried,Home Purchase,Single,2,0
290628.93,5.78,61914.36,432,20,260979.83,0.43,1.114,0.213,2046.05,0.397,Poor,1,Self-employed,Home Improvement,Divorced,1,0
210564.99,5.27,97054.19,789,11,394454.25,0.44,0.534,0.461,2105.06,0.26,Very Good,0,Unemployed,Home Improvement,Single,2,1
228151.04,3,69001.61,694,15,317927.2,0.19,0.718,0.302,1575.57,0.274,Good,0,Salaried,Home Improvement,Divorced,2,1
136648.18,3.62,72156.17,493,20,200096.46,0.19,0.683,0.528,800.75,0.133,Poor,0,Salaried,Home Purchase,Married,1,0
124561.47,3,74049.43,579,15,329237.45,0.2,0.378,0.594,860.2,0.139,Poor,0,Salaried,Home Purchase,Single,0,1
234427.1,3,85201.38,676,12,274974.58,0.32,0.853,0.363,1940.56,0.273,Good,0,Salaried,Other,Married,1,1
193439.52,3,83751.41,682,10,210155.08,0.15,0.92,0.433,1867.87,0.268,Good,0,Retired,Home Purchase,Married,0,1
238343.74,3,103756.08,653,14,233929.01,0.45,1.019,0.435,1739.18,0.201,Fair,0,Retired,Refinancing,Married,0,0
174702.07,3.26,40000,521,28,150000,0.49,1.165,0.229,793.39,0.238,Poor,1,Salaried,Home Purchase,Divorced,0,0
212567.26,4.47,62575.89,570,24,287278.3,0.43,0.74,0.294,1204.27,0.231,Poor,0,Self-employed,Home Purchase,Married,2,1
162120.23,4.66,80902.04,581,18,218519.61,0.26,0.742,0.499,1110.17,0.165,Fair,0,Self-employed,Home Purchase,Married,2,0
223556.78,4.03,74162.6,681,13,150000,0.28,1.49,0.332,1843.74,0.298,Good,0,Self-employed,Home Purchase,Married,2,1
153538.51,4.97,86780.09,600,12,206403.46,0.22,0.744,0.565,1417.42,0.196,Fair,0,Retired,Home Purchase,Single,1,0
205885.5,3,85047.15,697,22,339905.16,0.19,0.606,0.413,1066.27,0.15,Good,0,Salaried,Home Purchase,Married,2,1
170817.45,4.94,78143.76,552,15,196803.85,0.4,0.868,0.457,1345.55,0.207,Poor,0,Salaried,Refinancing,Married,1,0
263728.3,4.88,80393.45,627,10,316561.8,0.27,0.833,0.305,2781.99,0.415,Fair,0,Salaried,Refinancing,Single,0,1
164400.78,5.63,82687.45,640,17,278489.36,0.26,0.59,0.503,1253.79,0.182,Fair,0,Unemployed,Home Purchase,Divorced,0,0
170731.99,4.15,86157.88,557,17,353985.09,0.29,0.482,0.505,1168.36,0.163,Poor,0,Salaried,Home Improvement,Divorced,0,0
185985.94,4.41,85290.26,495,20,156172.83,0.36,1.191,0.459,1167.17,0.164,Poor,0,Salaried,Home Improvement,Single,0,1
245818.87,5.12,62491.98,670,12,162337.95,0.34,1.514,0.254,2288.64,0.439,Good,0,Retired,Refinancing,Married,2,1
197980.94,3,83407.14,584,20,283133.19,0.4,0.699,0.421,1098,0.158,Fair,0,Salaried,Home Improvement,Married,0,0
191355.95,4.54,62168.6,470,20,330523.72,0.44,0.579,0.325,1214.54,0.234,Poor,0,Self-employed,Home Purchase,Divorced,0,1
182482.53,3.15,79869.91,697,19,188447.53,0.33,0.968,0.438,1065,0.16,Good,0,Unemployed,Other,Single,1,1
211710.17,3.59,61009.04,751,15,255718.74,0.44,0.828,0.288,1522.97,0.3,Very Good,0,Salaried,Home Purchase,Single,2,1
170055.66,3.52,97348.42,695,17,239108.95,0.28,0.711,0.572,1108.93,0.137,Good,0,Unemployed,Home Purchase,Single,1,0
160163.46,4.44,81334.37,737,13,152221.23,0.33,1.052,0.508,1353.51,0.2,Good,0,Salaried,Home Improvement,Single,1,1
190320.04,5.69,96853.05,778,10,275422.69,0.14,0.691,0.509,2083.45,0.258,Very Good,0,Salaried,Other,Married,1,1
170800.38,5.2,58177.18,674,19,330030.76,0.47,0.518,0.341,1181.08,0.244,Good,0,Unemployed,Home Purchase,Single,1,1
176241.35,5.9,72246.14,747,11,150000,0.19,1.175,0.41,1818.23,0.302,Very Good,0,Self-employed,Home Purchase,Single,1,1
100000,3.74,46317.18,650,10,221817.56,0.43,0.451,0.463,1000.03,0.259,Fair,0,Unemployed,Home Purchase,Married,0,0
265648.21,6,53950.23,596,21,360580.23,0.46,0.737,0.203,1856.5,0.413,Fair,0,Self-employed,Home Improvement,Married,1,0
200924.07,6,79476.96,671,10,339349.27,0.25,0.592,0.396,2230.67,0.337,Good,0,Salaried,Home Improvement,Married,2,0
199350.9,4.5,80604.86,850,18,150000,0.47,1.329,0.404,1348.53,0.201,Excellent,0,Self-employed,Home Improvement,Single,1,1
159199.99,3.51,85428.12,590,23,203446.47,0.25,0.783,0.537,841.27,0.118,Fair,0,Salaried,Home Purchase,Married,1,0
176980.66,3.53,73616.16,743,11,257859.73,0.31,0.686,0.416,1620.2,0.264,Very Good,0,Self-employed,Home Purchase,Married,2,1
143344.97,3,64167.22,516,14,249478.62,0.19,0.575,0.448,1045.98,0.196,Poor,0,Salaried,Home Improvement,Married,1,1
156041.99,3.84,40000,585,13,207806.7,0.26,0.751,0.256,1272.09,0.382,Fair,0,Salaried,Home Improvement,Married,2,0
187666.79,3.85,75887.02,752,18,177709.63,0.29,1.056,0.404,1206.15,0.191,Very Good,0,Salaried,Home Improvement,Married,2,1
206321.15,5.44,70358.59,810,12,150000,0.14,1.375,0.341,1953.77,0.333,Excellent,0,Salaried,Home Improvement,Single,0,0
224499.46,3,58357.44,662,10,219458.44,0.39,1.023,0.26,2167.78,0.446,Fair,0,Salaried,Home Purchase,Married,0,0
239888.07,5.65,100008.23,615,14,231402.32,0.19,1.037,0.417,2069.4,0.248,Fair,0,Self-employed,Refinancing,Single,0,0
259912.22,6,90173.3,645,10,331355.95,0.21,0.784,0.347,2885.56,0.384,Fair,0,Retired,Home Purchase,Married,0,0
231699.27,4.53,66456.01,613,16,372023.49,0.33,0.623,0.287,1698.26,0.307,Fair,0,Unemployed,Home Purchase,Single,0,0
196235.88,3,65234.29,661,12,397713.23,0.23,0.493,0.332,1624.41,0.299,Fair,0,Salaried,Home Purchase,Married,1,1
221685.87,6,80198.33,585,16,150000,0.15,1.478,0.362,1798.84,0.269,Fair,0,Salaried,Refinancing,Married,3,1
192009.37,4.01,92908.4,770,11,298481.65,0.36,0.643,0.484,1801.6,0.233,Very Good,0,Retired,Home Purchase,Married,3,1
152684.38,3,48185.96,733,17,239562.93,0.5,0.637,0.316,956.38,0.238,Good,0,Retired,Home Purchase,Single,2,1
302660.86,3.99,57796.11,477,13,186784.96,0.28,1.62,0.191,2489.53,0.517,Poor,0,Salaried,Home Purchase,Single,0,0
247170.54,3.21,86843.07,682,10,327920.04,0.5,0.754,0.351,2411.07,0.333,Good,0,Salaried,Home Purchase,Single,1,1
225164.41,5.66,54418.7,509,16,297548.39,0.32,0.757,0.242,1785.04,0.394,Poor,0,Unemployed,Refinancing,Married,0,1
209195.84,3.64,90769.22,571,21,153090.74,0.27,1.366,0.434,1188.79,0.157,Poor,0,Self-employed,Home Purchase,Single,1,0
234043.21,3.18,57951.91,624,20,279209.37,0.28,0.838,0.248,1319.45,0.273,Fair,0,Salaried,Home Purchase,Divorced,2,0
215122.63,3,84152.3,770,17,208700.85,0.21,1.031,0.391,1347.47,0.192,Very Good,0,Salaried,Home Purchase,Married,3,1
205950.54,3.21,72934.05,732,17,282719.45,0.3,0.728,0.354,1311.45,0.216,Good,0,Self-employed,Home Purchase,Single,2,1
253060.95,3.82,88865.96,677,14,263266.74,0.25,0.961,0.351,1947.7,0.263,Good,0,Retired,Home Purchase,Single,2,1
202008.34,5.19,73922.78,720,16,282779.89,0.44,0.714,0.366,1551.13,0.252,Good,0,Salaried,Refinancing,Married,1,0
262248.34,3,54104.26,613,16,353780.42,0.41,0.741,0.206,1721.49,0.382,Fair,0,Salaried,Home Purchase,Married,0,0
207195.53,3,60633.1,779,24,224374,0.2,0.923,0.293,1010.1,0.2,Very Good,0,Salaried,Home Purchase,Divorced,0,1
127145.45,5.15,66981.12,495,13,294901.32,0.35,0.431,0.527,1119.69,0.201,Poor,0,Salaried,Home Purchase,Divorced,2,1
224042.31,3.18,85989.47,770,16,265828.7,0.16,0.843,0.384,1490.21,0.208,Very Good,0,Self-employed,Home Purchase,Single,0,0
170358.15,6,65859.8,683,10,194050.73,0.26,0.878,0.387,1891.32,0.345,Good,0,Self-employed,Home Improvement,Single,2,1
150117.17,3.07,52406.17,682,20,326060.78,0.23,0.46,0.349,837.89,0.192,Good,0,Salaried,Refinancing,Married,0,1
167749.57,4.52,83812.21,717,24,228200.66,0.31,0.735,0.5,955.15,0.137,Good,0,Unemployed,Refinancing,Single,0,0
123375.98,3.39,40000,473,18,329896.76,0.22,0.374,0.324,764.01,0.229,Poor,0,Salaried,Home Purchase,Married,2,1
238630.46,3.54,104344.76,666,10,350979.01,0.4,0.68,0.437,2364.16,0.272,Fair,0,Unemployed,Other,Married,2,1
220960.55,3,49066.04,691,18,217370.1,0.4,1.017,0.222,1325.15,0.324,Good,0,Unemployed,Home Improvement,Divorced,2,0
211844.19,6,68347.52,610,10,339035.11,0.34,0.625,0.323,2351.9,0.413,Fair,0,Salaried,Refinancing,Single,0,1
140460.2,4.42,90721.17,715,17,328893.58,0.1,0.427,0.646,980.41,0.13,Good,0,Self-employed,Refinancing,Married,1,1
225308.72,4.74,82356.05,632,18,400000,0.32,0.563,0.366,1552.43,0.226,Fair,0,Retired,Home Improvement,Single,3,1
301723.92,6,80373,544,15,305208.65,0.42,0.989,0.266,2546.12,0.38,Poor,1,Salaried,Home Purchase,Married,0,0
209357.56,5.7,105557.65,661,20,290498.03,0.48,0.721,0.504,1463.62,0.166,Fair,0,Salaried,Refinancing,Single,1,1
170975.07,4.41,94626.97,592,10,171080.48,0.29,0.999,0.553,1764.47,0.224,Fair,0,Retired,Home Purchase,Single,1,1
143331.5,3,93125.14,566,17,150000,0.25,0.956,0.65,897.79,0.116,Poor,0,Self-employed,Refinancing,Married,0,1
162513.85,3,77226.06,681,13,205717.4,0.18,0.79,0.475,1259.35,0.196,Good,0,Salaried,Home Purchase,Married,1,1
287478.65,5.75,40000,584,12,279323.49,0.41,1.029,0.139,2768.31,0.83,Fair,0,Self-employed,Home Purchase,Married,2,1
177295.67,5.11,66920.97,655,19,150000,0.38,1.182,0.377,1217.14,0.218,Fair,0,Salaried,Home Improvement,Single,0,0
118692.61,3.75,79334.49,731,17,257100.47,0.38,0.462,0.668,787.73,0.119,Good,0,Salaried,Refinancing,Divorced,1,1
215855.07,6,64933.52,807,18,300086.04,0.29,0.719,0.301,1636.53,0.302,Excellent,0,Self-employed,Home Purchase,Single,1,0
177193.74,3,75217.95,694,15,179628.1,0.29,0.986,0.424,1223.67,0.195,Good,0,Salaried,Home Purchase,Married,1,1
149567.51,4.82,97426.77,609,17,323114.9,0.27,0.463,0.651,1075.77,0.133,Fair,0,Unemployed,Other,Single,0,0
231698.17,3,72848.79,678,10,210783.62,0.44,1.099,0.314,2237.29,0.369,Good,0,Self-employed,Home Purchase,Single,1,1
182915.3,4.97,86704.36,731,23,238871.82,0.3,0.766,0.474,1112.95,0.154,Good,0,Self-employed,Refinancing,Divorced,1,0
209356.03,5.01,61802.9,653,20,381707.47,0.2,0.548,0.295,1382.64,0.268,Fair,0,Salaried,Home Purchase,Single,1,1
204635.82,5.44,71845.47,718,13,253399.64,0.29,0.808,0.351,1833.15,0.306,Good,0,Self-employed,Home Purchase,Married,1,0
274006.81,3,40000,634,10,400000,0.37,0.685,0.146,2645.83,0.794,Fair,0,Retired,Home Purchase,Single,3,1
221875.2,5.58,67162.38,589,10,150000,0.25,1.479,0.303,2416.31,0.432,Fair,0,Self-employed,Home Improvement,Single,1,0
225398.6,3.79,60801.05,652,25,175836.97,0.22,1.282,0.27,1163.81,0.23,Fair,0,Retired,Refinancing,Single,1,1
150879.81,3.84,71988.05,721,23,249584.55,0.16,0.605,0.477,823.71,0.137,Good,0,Retired,Refinancing,Single,1,1
118664.36,5.77,93859.51,836,18,207438.88,0.42,0.572,0.791,884.5,0.113,Excellent,0,Self-employed,Home Purchase,Married,0,0
329544.92,6,73956.22,685,15,311596,0.47,1.058,0.224,2780.89,0.451,Good,0,Salaried,Home Purchase,Married,0,1
236659.68,4.1,96347.96,776,10,272174.57,0.45,0.87,0.407,2407.01,0.3,Very Good,0,Unemployed,Home Purchase,Married,1,1
147100.33,3.15,53804.83,743,13,249956.22,0.34,0.589,0.366,1150.2,0.257,Very Good,0,Self-employed,Refinancing,Single,0,0
256546.47,3,70101.78,689,15,159914.75,0.35,1.604,0.273,1771.66,0.303,Good,0,Unemployed,Home Purchase,Single,1,0
202756.57,3,75211,746,19,150000,0.34,1.352,0.371,1167.76,0.186,Very Good,0,Unemployed,Home Purchase,Single,0,1
184814.53,4.31,113308.81,739,15,208191.97,0.5,0.888,0.613,1395.83,0.148,Good,0,Salaried,Home Purchase,Married,0,1
166905.94,3.19,75212.76,571,19,306377.68,0.27,0.545,0.451,976.72,0.156,Poor,0,Salaried,Home Purchase,Married,1,1
213301.49,5.76,65056.36,422,12,400000,0.32,0.533,0.305,2055.29,0.379,Poor,0,Self-employed,Home Purchase,Married,2,0
266774.03,5.01,45737.11,562,15,251863.81,0.32,1.059,0.171,2110.82,0.554,Poor,0,Salaried,Home Purchase,Single,1,1
252177.37,4.69,76755.77,718,12,293298.76,0.38,0.86,0.304,2293.41,0.359,Good,0,Salaried,Home Improvement,Married,0,1
307619.73,4.11,97553.39,565,21,150000,0.14,2.051,0.317,1824.6,0.224,Poor,0,Salaried,Home Improvement,Married,0,0
189523.36,3.54,82633.4,740,15,371549.48,0.28,0.51,0.436,1359.05,0.197,Very Good,0,Unemployed,Home Purchase,Single,2,0
201954.15,3.15,55658.04,665,10,248193.48,0.35,0.814,0.276,1964.03,0.423,Fair,0,Unemployed,Home Improvement,Divorced,1,0
247711.98,3,53772.31,628,10,265685.91,0.38,0.932,0.217,2391.93,0.534,Fair,0,Salaried,Home Purchase,Single,3,0
233736.41,3,68281.19,632,17,334958.23,0.38,0.698,0.292,1464.07,0.257,Fair,0,Salaried,Home Purchase,Single,1,1
311943.57,3.8,49803.82,427,21,227299.35,0.27,1.372,0.16,1799.28,0.434,Poor,0,Self-employed,Refinancing,Single,0,0
313593.08,3.45,63535.4,486,10,150000,0.37,2.091,0.203,3093.33,0.584,Poor,0,Salaried,Home Improvement,Single,0,1
184229.25,4.43,80928.73,640,24,248249.83,0.19,0.742,0.439,1040.12,0.154,Fair,0,Salaried,Home Purchase,Married,2,1
100000,3.41,75780.04,514,11,171788.03,0.33,0.582,0.758,909.68,0.144,Poor,0,Unemployed,Refinancing,Single,1,0
100000,4.09,59703.38,686,20,237578.35,0.1,0.421,0.597,610.7,0.123,Good,0,Unemployed,Other,Married,1,1
222145.28,3.92,63041.49,482,14,271340.57,0.29,0.819,0.284,1719.92,0.327,Poor,0,Retired,Home Purchase,Single,2,0
180782.23,3.24,65502.34,566,13,292539,0.1,0.618,0.362,1421.15,0.26,Poor,0,Salaried,Home Purchase,Married,0,0
236851.37,6,56123.7,490,11,242541.92,0.35,0.977,0.237,2455.45,0.525,Poor,0,Salaried,Home Purchase,Married,2,1
171078.62,5.33,66089.09,633,12,300179.15,0.41,0.57,0.386,1611.04,0.293,Fair,0,Unemployed,Home Purchase,Married,0,0
282635.55,3.4,40000,696,12,176830.11,0.5,1.598,0.142,2392.85,0.718,Good,0,Retired,Home Improvement,Married,1,0
136573.04,3,96612.68,563,20,278490.38,0.18,0.49,0.707,757.43,0.094,Poor,0,Self-employed,Home Purchase,Single,2,1
174165.92,3.23,70678.73,829,10,255533.57,0.45,0.682,0.406,1700.5,0.289,Excellent,0,Self-employed,Refinancing,Married,2,1
174277.2,5.56,91326.75,699,12,289517.65,0.32,0.602,0.524,1661.07,0.218,Good,0,Self-employed,Home Purchase,Married,3,1
226641,5.08,104364.13,556,17,383372.63,0.5,0.591,0.46,1661.34,0.191,Poor,0,Salaried,Home Purchase,Single,1,1
175798.84,3.32,79879.32,598,14,244505.9,0.34,0.719,0.454,1309.92,0.197,Fair,0,Salaried,Home Purchase,Married,2,1
180022.13,3.57,91206.48,662,10,265476.82,0.38,0.678,0.507,1786.15,0.235,Fair,0,Salaried,Home Purchase,Single,1,1
260687.85,3,116282.31,652,11,227378.39,0.35,1.146,0.446,2321.1,0.24,Fair,0,Salaried,Home Purchase,Married,0,1
254708.3,5.93,74794.44,554,12,150000,0.19,1.698,0.294,2476.42,0.397,Poor,0,Salaried,Home Purchase,Married,1,0
217460.77,3.76,88692.32,621,18,150000,0.23,1.45,0.408,1387.04,0.188,Fair,0,Salaried,Home Improvement,Married,2,1
146895.44,5.17,87880.54,556,11,322294.08,0.18,0.456,0.598,1461.69,0.2,Poor,0,Self-employed,Home Purchase,Single,0,0
220578.1,3,53329.11,644,17,179416.76,0.14,1.229,0.242,1381.65,0.311,Fair,0,Self-employed,Home Improvement,Single,3,0
241322.1,4.84,95039.42,637,16,233888.62,0.23,1.032,0.394,1807.56,0.228,Fair,0,Salaried,Home Purchase,Single,0,1
193862.45,6,40000,625,10,260433.02,0.3,0.744,0.206,2152.27,0.646,Fair,0,Unemployed,Refinancing,Divorced,2,0
161163.67,4.2,118080.01,485,20,244284.42,0.2,0.66,0.733,993.36,0.101,Poor,0,Salaried,Refinancing,Married,2,0
173965.86,5.26,52954.27,674,13,234954.25,0.44,0.74,0.304,1541.71,0.349,Good,0,Self-employed,Home Purchase,Single,1,1
213522.08,6,97428.9,774,12,240398.11,0.27,0.888,0.456,2083.66,0.257,Very Good,0,Salaried,Home Purchase,Single,0,1
268516.32,3.52,70049.72,514,17,234983.65,0.3,1.143,0.261,1751.1,0.3,Poor,0,Salaried,Refinancing,Married,2,0
154922.4,5.04,62845.61,531,14,336105.6,0.24,0.461,0.406,1287.04,0.246,Poor,0,Self-employed,Home Purchase,Married,2,0
221275.5,3,55401.87,592,12,274015.09,0.36,0.808,0.25,1831.69,0.397,Fair,0,Salaried,Home Purchase,Single,1,0
252070.68,5.29,87053.26,736,10,278389.08,0.36,0.905,0.345,2709.98,0.374,Good,0,Self-employed,Home Improvement,Single,2,1
222628.12,6,101527.7,607,16,229070.7,0.21,0.972,0.456,1806.49,0.214,Fair,0,Self-employed,Home Purchase,Married,1,1
249563.99,5.21,65756.29,568,19,220859.76,0.4,1.13,0.263,1726.92,0.315,Poor,0,Self-employed,Home Purchase,Single,0,0
172967.6,3.49,79460.94,531,10,201129.49,0.31,0.86,0.459,1709.96,0.258,Poor,0,Salaried,Home Purchase,Single,0,0
190659.04,6,90777.39,523,10,208805.52,0.2,0.913,0.476,2116.71,0.28,Poor,0,Unemployed,Home Improvement,Married,0,1
131255.52,6,79551.97,597,19,230442.72,0.41,0.57,0.606,966.15,0.146,Fair,0,Retired,Home Purchase,Married,2,1
167230.05,5.35,70062.11,749,16,173017.06,0.46,0.967,0.419,1298.25,0.222,Very Good,0,Salaried,Home Purchase,Single,1,0
158858.55,3.23,71431.37,555,10,347246.28,0.31,0.457,0.45,1550.64,0.26,Poor,0,Salaried,Home Purchase,Married,1,1
150595.54,3.51,40000,526,15,294031.71,0.27,0.512,0.266,1077.31,0.323,Poor,0,Retired,Home Purchase,Divorced,3,0
232042.85,4.53,67372.59,591,21,265545.69,0.2,0.874,0.29,1429.15,0.255,Fair,0,Salaried,Home Improvement,Single,1,1
116817.23,6,90488.99,751,10,268442.94,0.28,0.435,0.775,1296.91,0.172,Very Good,0,Salaried,Other,Married,0,0
135961.43,4.16,93347.22,613,15,239795.31,0.33,0.567,0.687,1016.69,0.131,Fair,0,Salaried,Home Purchase,Married,1,1
239674.8,4.46,76101.96,600,14,269602.17,0.23,0.889,0.318,1920.24,0.303,Fair,0,Unemployed,Home Improvement,Married,1,1
187441.46,3,93388.64,673,19,157122.19,0.47,1.193,0.498,1079.55,0.139,Good,0,Salaried,Refinancing,Single,0,0
145972.9,3.91,95003.26,789,13,252685.98,0.39,0.578,0.651,1195.16,0.151,Very Good,0,Salaried,Home Purchase,Single,2,1
223995.53,3,82222.16,646,16,361286.47,0.35,0.62,0.367,1470.38,0.215,Fair,0,Retired,Refinancing,Married,2,1
188393.67,5.54,79351.95,456,22,318176.58,0.17,0.592,0.421,1236.2,0.187,Poor,0,Salaried,Refinancing,Married,2,1
212897.9,4.14,40000,629,14,262577.6,0.27,0.811,0.188,1672.29,0.502,Fair,0,Salaried,Home Improvement,Single,1,0
209986.61,4.99,86021.28,528,16,279782.7,0.5,0.751,0.41,1589.38,0.222,Poor,0,Salaried,Refinancing,Married,0,1
187655.12,4.1,40000,563,13,234038.1,0.32,0.802,0.213,1553.61,0.466,Poor,0,Salaried,Home Purchase,Single,1,1
158186.66,3.47,76952,747,10,150000,0.32,1.055,0.486,1562.33,0.244,Very Good,0,Self-employed,Home Purchase,Single,0,1
185060.75,3,79113.69,608,14,177091.67,0.15,1.045,0.428,1350.38,0.205,Fair,0,Self-employed,Home Purchase,Single,1,0
216039.97,5.49,94250.77,517,13,347155.33,0.29,0.622,0.436,1940.27,0.247,Poor,0,Unemployed,Home Improvement,Divorced,0,0
220890.68,4.08,73151.87,692,14,193266.02,0.3,1.143,0.331,1728.42,0.284,Good,0,Salaried,Home Improvement,Single,0,1
215680.91,4.58,40000,530,18,172164.36,0.44,1.253,0.185,1467.96,0.44,Poor,1,Retired,Home Purchase,Married,1,0
183290.77,6,61207.11,576,23,212908.14,0.2,0.861,0.334,1225.94,0.24,Poor,0,Self-employed,Home Purchase,Married,0,0
216947.77,3.69,99030.65,533,15,241728.44,0.43,0.897,0.456,1571.2,0.19,Poor,0,Salaried,Home Purchase,Single,0,1
126573.98,6,49625.05,603,19,221831.7,0.22,0.571,0.392,931.69,0.225,Fair,0,Salaried,Home Improvement,Single,1,1
220112.68,3,58362.8,670,11,247984.17,0.34,0.888,0.265,1959.83,0.403,Good,0,Salaried,Home Improvement,Divorced,0,0
240419.25,6,96226.05,808,11,218448.01,0.13,1.101,0.4,2492.43,0.311,Excellent,0,Salaried,Home Improvement,Single,0,1
100000,4.24,114828.64,695,10,243294.49,0.34,0.411,1.148,1024.1,0.107,Good,0,Salaried,Refinancing,Married,0,1
252506.91,5.2,71588.68,727,15,232942.03,0.39,1.084,0.284,2023.28,0.339,Good,0,Salaried,Home Purchase,Married,0,1
278140.05,4.61,98121.4,536,19,188848.01,0.27,1.473,0.353,1832.84,0.224,Poor,0,Self-employed,Home Purchase,Married,3,0
223665.4,4.44,74171.05,652,11,383235.84,0.31,0.584,0.332,2144.88,0.347,Fair,0,Retired,Refinancing,Single,0,1
100000,5.32,40000,819,13,253119.49,0.22,0.395,0.4,889.48,0.267,Excellent,0,Salaried,Refinancing,Married,2,1
205605.59,3.18,75269.89,752,15,308978.3,0.1,0.665,0.366,1437.54,0.229,Very Good,0,Retired,Home Improvement,Single,1,1
160403.83,3.69,79879.73,849,15,367981.45,0.32,0.436,0.498,1161.77,0.175,Excellent,0,Unemployed,Home Improvement,Single,1,1
202614.52,6,57965.93,783,10,205315.85,0.44,0.987,0.286,2249.44,0.466,Very Good,0,Salaried,Home Purchase,Divorced,1,1
219221.26,3,59493.29,735,19,269834.23,0.38,0.812,0.271,1262.59,0.255,Good,0,Self-employed,Home Purchase,Married,1,0
233459.45,3.83,73143.34,651,20,150000,0.27,1.556,0.313,1394.16,0.229,Fair,0,Unemployed,Home Purchase,Married,1,0
211325.5,4.16,101345.61,625,10,290496.63,0.33,0.727,0.48,2155.88,0.255,Fair,0,Salaried,Home Improvement,Married,2,1
187115.71,3,71515.47,749,10,218110.13,0.23,0.858,0.382,1806.8,0.303,Very Good,0,Self-employed,Home Purchase,Married,0,1
271559.09,6,55739.36,553,10,365334.2,0.4,0.743,0.205,3014.86,0.649,Poor,0,Salaried,Home Purchase,Married,0,1
157332.31,3.07,85296.17,655,16,252756.14,0.41,0.622,0.542,1038.4,0.146,Fair,0,Unemployed,Home Purchase,Single,0,0
136148.33,3,120000,641,16,344980.63,0.3,0.395,0.881,893.72,0.089,Fair,0,Salaried,Home Purchase,Married,2,1
186479.97,3.18,76457.89,767,12,318642.88,0.36,0.585,0.41,1559.61,0.245,Very Good,0,Retired,Home Purchase,Single,0,0
182397.83,3.98,87203.99,569,11,330603.75,0.38,0.552,0.478,1708.33,0.235,Poor,0,Retired,Home Improvement,Divorced,0,1
158245.01,5.74,98916.4,734,20,278429.5,0.42,0.568,0.625,1110.14,0.135,Good,0,Retired,Home Purchase,Single,0,1
227274.22,3.73,68114.84,850,22,252831.88,0.5,0.899,0.3,1263.29,0.223,Excellent,0,Retired,Home Purchase,Married,2,0
174090.6,4.84,72141.69,714,14,385769.07,0.24,0.451,0.414,1429,0.238,Good,0,Salaried,Refinancing,Married,0,0
235062.31,5.28,103071.62,548,10,242150.8,0.4,0.971,0.438,2526.03,0.294,Poor,0,Salaried,Refinancing,Married,0,0
117875.37,4.75,65448.66,593,25,221935.82,0.4,0.531,0.555,671.71,0.123,Fair,0,Unemployed,Refinancing,Divorced,3,1
162106.28,3.5,67559.73,702,20,150000,0.34,1.081,0.417,940.56,0.167,Good,0,Self-employed,Home Purchase,Married,0,0
250914.9,6,52706.72,650,15,197954.47,0.15,1.268,0.21,2117.36,0.482,Fair,0,Salaried,Home Improvement,Married,0,0
171731.74,3.54,49377.15,637,16,150000,0.29,1.145,0.288,1172.6,0.285,Fair,0,Self-employed,Home Purchase,Single,1,0
162082.64,4.83,92911.2,743,10,336052.68,0.5,0.482,0.573,1705.83,0.22,Very Good,0,Salaried,Home Improvement,Married,1,1
274353.2,3.99,98292.67,612,10,274526.31,0.26,0.999,0.358,2776.48,0.339,Fair,0,Salaried,Home Purchase,Single,2,1
269796.97,3,56961.2,726,17,369124.06,0.42,0.731,0.211,1689.94,0.356,Good,0,Salaried,Refinancing,Single,2,1
142729.46,3.39,70076.13,688,10,268897.45,0.1,0.531,0.491,1403.74,0.24,Good,0,Retired,Home Purchase,Divorced,0,1
188535.48,5.2,90524.58,768,15,270966.68,0.24,0.696,0.48,1510.81,0.2,Very Good,0,Salaried,Refinancing,Married,1,1
204815.91,6,53083.28,696,10,330710.83,0.34,0.619,0.259,2273.88,0.514,Good,0,Salaried,Home Purchase,Married,1,0
220123.28,4.72,110047.19,490,17,150000,0.28,1.467,0.5,1570.78,0.171,Poor,0,Salaried,Home Improvement,Single,1,0
130419.45,4.81,92565.93,541,13,327893.96,0.5,0.398,0.71,1125.98,0.146,Poor,0,Salaried,Home Improvement,Single,0,1
135500.13,3,60399.77,696,10,325806.56,0.42,0.416,0.446,1308.4,0.26,Good,0,Self-employed,Refinancing,Single,0,0
218517.9,6,70147.32,422,15,222182.59,0.5,0.984,0.321,1843.98,0.315,Poor,1,Self-employed,Home Improvement,Single,1,0
